,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_dls
12965,54199906,Indie vintage flat !,18203411,Cintia,Almagro,-34.6056,-58.41905,Entire home/apt,3764,6,5,2022-06-19,0.75,19,363,5,24.82
12966,54201508,Modern studio balcony and swim pool at Palermo H.,5065463,Guido,Palermo,-34.57904,-58.43829,Entire home/apt,6514,5,31,2022-09-17,3.72,13,81,31,42.95
12967,54307556,Hermoso dpto en la zona céntrica de Buenos Aires.,440493642,Nahuel,Almagro,-34.602486,-58.425285,Entire home/apt,6253,2,6,2022-05-01,0.75,1,365,6,41.23
12968,54201524,Increíble casa a metros del obelisco! Palacio Lima,113078673,Fede,San Nicolas,-34.60799,-58.38125,Private room,3474,1,8,2022-09-20,0.96,15,365,8,22.9
12969,54308308,Cool 1 bedroom + 1 office apartment in Palermo,6644848,Joaquin,Palermo,-34.594788,-58.414993,Entire home/apt,7238,3,10,2022-08-27,1.2,1,321,10,47.72
12970,54201575,Increíble casa a metros del obelisco! Palacio Lima,113078673,Fede,San Nicolas,-34.60834,-58.38329,Private room,3474,1,7,2022-09-18,0.83,15,362,7,22.9
12971,54309107,Modern apartment with private rooftop w/ barbecue,103174512,Azul,Villa Urquiza,-34.57463,-58.47389,Entire home/apt,13028,3,0,0,0.0,1,140,0,85.9
12972,54207979,Increíble casa a metros del obelisco! Palacio Lima,113078673,Fede,Monserrat,-34.60933,-58.38303,Private room,3474,1,3,2022-05-25,0.49,15,340,3,22.9
12973,54208562,Increíble casa a metros del obelisco! Palacio Lima,113078673,Fede,Monserrat,-34.6091,-58.38296,Private room,3494,1,11,2022-08-27,1.57,15,362,11,23.04
12974,54313790,Alojamiento entero Palermo Hollywood 602,438201072,Gustavo,Palermo,-34.58023,-58.43017,Entire home/apt,9409,1,20,2022-09-18,2.45,4,364,20,62.04
12975,54209673,Cozy 2 rooms Apt in the heart of Palermo Hollywood,52530668,Juanze13,Palermo,-34.58764,-58.43966,Entire home/apt,6514,2,9,2022-08-01,1.08,2,325,9,42.95
12976,54313889,AMPLIO Y LUMINOSO DPTO DE UN AMBIENTE CON BALCON.,67907413,María Alejandra,Balvanera,-34.61272,-58.40293,Entire home/apt,5790,2,0,0,0.0,3,210,0,38.17
12977,54314195,"Hermoso departamento luminoso,  zona residencial",133575493,Rosita,Belgrano,-34.55327,-58.45,Entire home/apt,5273,2,9,2022-04-17,1.13,2,264,9,34.77
12978,54212901,Cosy Flat - Best Location in Palermo!,2460454,Maria Laura,Palermo,-34.57773,-58.42363,Entire home/apt,2750,5,2,2022-07-20,0.83,1,203,2,18.13
12979,54219845,Departamento en Almagro frente al italiano pileta,44168030,Dana,Almagro,-34.60462,-58.42513,Entire home/apt,4590,2,6,2022-07-30,0.87,55,362,6,30.26
12980,54220712,Hermoso depto con patio cerrado en el interior.,439661396,Florencia,Villa Riachuelo,-34.6937,-58.47702,Entire home/apt,4777,5,0,0,0.0,1,365,0,31.5
12981,54314368,Moderno monoambiente en Recoleta,155415924,Adriana,Recoleta,-34.59519,-58.40323,Entire home/apt,8000,3,0,0,0.0,1,365,0,52.75
12982,54222614,"APART. 5/6 huespedes, luminoso, plaza Congreso☆☆☆☆",296176227,Omar,San Nicolas,-34.60806,-58.38948,Entire home/apt,10277,1,0,0,0.0,8,88,0,67.76
12983,54316382,Hermoso departamento con patio en BA. Un oasis.,45080426,Maria,Monserrat,-34.60902,-58.38536,Entire home/apt,4922,7,1,2022-01-18,0.12,1,2,1,32.45
12984,54222946,Hermoso departamento en Barrio Norte,122094130,Marcelo,Recoleta,-34.59657,-58.40783,Entire home/apt,4343,2,9,2022-09-13,2.2,1,81,9,28.63
12985,54322158,2BR River view at the best of Recoleta,132838002,Pablo,Recoleta,-34.58473,-58.39493,Entire home/apt,7672,28,0,0,0.0,74,343,0,50.58
12986,54223248,Cozy PH Paternal,16760649,Pablo,Paternal,-34.59835,-58.45902,Entire home/apt,5384,5,3,2022-09-10,0.52,2,345,3,35.5
12987,54226241,"Precioso piso, increíble ubicación. 100% Renovado",16657235,Martina,Retiro,-34.59432,-58.38251,Entire home/apt,9409,2,7,2022-08-28,1.27,4,41,7,62.04
12988,54323386,Lovely Studio in Recoleta. Beautiful place!,42030836,Federico,Recoleta,-34.58744,-58.40628,Entire home/apt,5790,3,0,0,0.0,1,152,0,38.17
12989,54226883,HERMOSO DEPARTAMENTO C/ PILETA EN ZONA RESIDENCIAL,335086052,Bernardo Agustin,Recoleta,-34.59295,-58.39965,Entire home/apt,8685,5,1,2022-01-15,0.12,1,0,1,57.26
12990,54323805,Sunny Charming Loft with a View / Encantador Loft,2703890,Chadi,Nuñez,-34.53956,-58.46578,Entire home/apt,5501,3,7,2022-07-13,1.01,1,335,7,36.27
12991,54227961,Nuevo. Departamento (58 mts2) Amplio y Luminoso,219550351,Claudio,Villa Crespo,-34.59695394633284,-58.44910963168842,Entire home/apt,4053,4,0,0,0.0,1,334,0,26.72
12992,54324239,Impecable 2 ambientes ubicado en Recoleta.,87809011,Santiago,Recoleta,-34.59012,-58.40841,Entire home/apt,5066,3,22,2022-09-19,3.4,1,237,22,33.4
12993,54235846,Ayres Apartments Palermo,5882751,Ayres,Palermo,-34.58391,-58.42432,Entire home/apt,21506,1,9,2022-08-11,1.17,6,178,9,141.79
12994,54324535,Mono ambiente nuevo estilo industrial,432997752,Claudia,Flores,-34.61693,-58.4665,Entire home/apt,3329,3,9,2022-09-10,1.11,4,165,9,21.95
12995,54327688,Excepcional departamento con vista panorámica,211632144,Isabel,Palermo,-34.57549,-58.42102,Entire home/apt,5200,4,6,2022-08-21,0.73,1,225,6,34.28
12996,54236535,Stunning Apartment in Palermo Hollywood,5882751,Ayres,Palermo,-34.58348,-58.43217,Entire home/apt,20886,4,2,2022-03-29,0.3,6,127,2,137.71
12997,54328052,Departamento entero. Recoleta. Vintage.,118514153,Valeria,Recoleta,-34.59473,-58.404907,Entire home/apt,3500,7,7,2022-08-31,1.1,1,79,7,23.08
12998,54237098,"Puerto Madero vta al dique 2amb,exclusivo, 77 mts",38663494,Marisa,Puerto Madero,-34.602264404296875,-58.36474990844727,Entire home/apt,17370,7,0,0,0.0,18,365,0,114.52
12999,54238689,Sevilla Home Hotel    Hostal excelente ubicación .,431659667,Jose,Monserrat,-34.60975,-58.38999,Private room,1665,2,3,2022-09-18,0.92,3,88,3,10.98
13000,54328743,"Arenales-Recoleta
Cultura, comercio y gastronomía.",440765281,Valeria,Recoleta,-34.59443,-58.40066,Entire home/apt,7286,3,1,2022-07-18,0.45,1,365,1,48.04
13001,54238857,Depto divino y muy luminoso en cañitas con balcón,44168030,Dana,Palermo,-34.56541,-58.43471,Entire home/apt,5843,2,12,2022-09-13,1.43,55,354,12,38.52
13002,54239309,Stylish 2 Bdr Apartment in Recoleta,11483615,Mariana,Recoleta,-34.58675,-58.38858,Entire home/apt,17370,4,9,2022-08-23,1.65,44,299,9,114.52
13003,54334507,Sunny & Modern Belgrano 1BR Apart,435970371,Mybelo,Palermo,-34.56951141357422,-58.44284057617188,Entire home/apt,5790,6,7,2022-09-18,1.01,31,101,7,38.17
13004,54242210,Casa Cramer al 1700 -2Bdrs,29343856,Sebastian,Belgrano,-34.568722,-58.458027,Entire home/apt,7238,3,2,2022-02-28,0.28,11,142,2,47.72
13005,54334814,Deluxe Studio at Quartier San Telmo Pileta+Gym+BBQ,5065463,Guido,San Telmo,-34.62411,-58.37495,Entire home/apt,5066,5,10,2022-09-12,1.23,13,55,10,33.4
13006,54335433,Moderno y cómodo apartamento en Belgrano!,3469227,Federico,Belgrano,-34.55771,-58.44521,Entire home/apt,8251,5,1,2022-02-18,0.14,132,365,1,54.4
13007,54336145,AMAZING 1 BDR APT DOWNTOWN PREMIUM BUILDING!,10966956,Vero Y Clara,Retiro,-34.59836,-58.37821,Entire home/apt,13317,1,3,2022-08-21,1.22,70,338,3,87.8
13008,54244016,Departamento Colegiales Cálido y Luminoso,87736783,Laura,Palermo,-34.57038,-58.44137,Entire home/apt,2750,4,6,2022-07-30,1.06,2,109,6,18.13
13009,54336669,PERFECT STUDIO IN BEST AREA PALERMO CHICO!,10966956,Vero Y Clara,Palermo,-34.58108,-58.4118,Entire home/apt,10422,1,0,0,0.0,70,365,0,68.71
13010,54336912,INCREDIBLE 1 BDR APT IN BEST AREA PALERMO CHICO !,10966956,Vero Y Clara,Palermo,-34.57967,-58.40971,Entire home/apt,13317,1,3,2022-09-13,1.48,70,330,3,87.8
13011,54338722,Stunning Studio @Historic Palacio Cabrera Building,386124977,Argenhost,Palermo,-34.58408,-58.43911,Entire home/apt,9720,1,9,2022-09-12,1.34,4,349,9,64.09
13012,54339621,★★★★★Cozy suite in the heart of San Telmo,278440549,Boutique Apartments,San Telmo,-34.617893,-58.374474,Private room,6266,1,14,2022-08-11,2.04,93,153,14,41.31
13013,54340440,Hermoso departamento en San Nicolás (Microcentro),288546537,Andres,San Nicolas,-34.600834,-58.37812,Entire home/apt,3619,1,32,2022-09-20,8.21,1,357,32,23.86
13014,54245993,Hermoso y confortable departamento en Coghlan,25765058,Analía,Coghlan,-34.56662,-58.47425,Entire home/apt,3908,3,4,2022-05-02,0.59,2,111,4,25.77
13015,54246523,Hermoso departamento  en complejo residencial,124702396,Nancy,Mataderos,-34.65294,-58.51279,Entire home/apt,10856,3,4,2022-04-18,0.5,2,356,4,71.58
13016,54340865,Lujoso departamento en complejo residencial.,25818017,Daniela,Barracas,-34.63934,-58.37814,Entire home/apt,16667,15,0,0,0.0,1,302,0,109.89
13017,54255357,Beautiful & tiny apart in a great location,210147055,Giorgina,Balvanera,-34.60248,-58.3962,Entire home/apt,4053,3,18,2022-09-14,2.16,68,32,18,26.72
13018,54341626,Beautiful Apartment to share in Historic Building,2946485,Marcelo,San Nicolas,-34.60829,-58.39031,Private room,3619,14,0,0,0.0,1,365,0,23.86
13019,54255519,Renovado+100% equipado 2 habitaciones + lavarropas,13558868,Juan Bautista,Recoleta,-34.58733,-58.3999,Entire home/apt,7817,3,31,2022-09-11,3.72,19,281,31,51.54
13021,54343453,Beautiful tiny apartment in Palermo!,250768538,Tomas,Palermo,-34.58171,-58.41392,Entire home/apt,5066,3,5,2022-08-31,0.8,1,326,5,33.4
13022,54344771,Lugar encantador en el corazón de Buenos Aires,234817031,Diego,San Nicolas,-34.60456,-58.38032,Entire home/apt,4198,4,5,2022-09-17,1.04,1,89,5,27.68
13023,54391508,Palermo Q. Gurruchaga y la emblemática  Corrientes,441624036,Silvia,Villa Crespo,-34.597676,-58.442442,Entire home/apt,6617,3,13,2022-08-28,1.7,1,142,13,43.63
13024,54391584,Hermoso 3 Ambientes en Jardines del Libertador,99661758,Daniel,Nuñez,-34.537083,-58.466209,Entire home/apt,11580,2,6,2022-09-18,0.88,1,249,6,76.35
13025,54348944,2ambientes espaciosos en Recoleta/Centro con vista,132838002,Pablo,Retiro,-34.59652,-58.3808,Entire home/apt,5066,28,1,2022-03-08,0.15,74,328,1,33.4
13026,54351100,HERMOSO-PISCINA-LUZ Y SOL- AL FRENTE Y BALCON-2PAX,269575665,Rosa,Caballito,-34.622356,-58.435192,Entire home/apt,4053,7,9,2022-09-18,1.15,4,96,9,26.72
13027,54351413,Lindo Monoambiente P/2 personas en Belgrano,55553719,For Rent Argentina,Belgrano,-34.55973,-58.4454,Entire home/apt,7238,3,1,2022-03-05,0.15,112,365,1,47.72
13028,54391872,Maravilloso departamento en el centro de Bs As,302406695,Diego Alejandro,San Nicolas,-34.60759,-58.38487,Entire home/apt,2895,3,3,2022-07-04,0.39,4,0,3,19.09
13029,54352801,Great Location - 2 Bedroom 2 Bathroom Apartment,35395511,Sofia,Recoleta,-34.5945,-58.39173,Entire home/apt,13028,7,4,2022-07-20,0.6,20,178,4,85.9
13030,54391877,Cozzy Place Palermo,136909547,Lara,Palermo,-34.58593,-58.4172,Entire home/apt,8000,2,4,2022-09-11,0.75,1,342,4,52.75
13031,54352970,Monoambiente con Balcón en Recoleta Seguridad 24hs,132838002,Pablo,Retiro,-34.58914,-58.38414,Entire home/apt,4632,28,0,0,0.0,74,87,0,30.54
13032,54354253,Modern Apt in DOWNTOWN Buenos Aires with a View ☆,8903026,Nathalia,San Nicolas,-34.60788,-58.38857,Entire home/apt,4632,3,21,2022-09-13,3.06,8,296,21,30.54
13033,54392319,Monoambiente muy luminoso 2 cuadras Plaza de Mayo.,5683978,Luciano,Monserrat,-34.61208,-58.37323,Entire home/apt,9000,2,6,2022-05-01,0.88,2,342,6,59.34
13034,54355159,Luxury apartment Palermo chico balcony barbeque,58210040,Maria,Palermo,-34.578735,-58.412964,Entire home/apt,12304,5,5,2022-09-14,0.8,1,330,5,81.12
13035,54397746,Cozy and Bright Studio in Palermo,38809283,Martin,Palermo,-34.59217,-58.4145,Entire home/apt,4250,2,21,2022-09-21,3.03,4,57,21,28.02
13036,54402941,Lovely 50 m2 and 11th floor with river view!,266045661,Claude,Retiro,-34.59123,-58.37856,Entire home/apt,4777,15,0,0,0.0,1,364,0,31.5
13037,54355694,Espectacular Studio en Recoleta / Barrio Norte,212334635,Eufemia,Recoleta,-34.58942,-58.40481,Entire home/apt,4053,2,19,2022-09-19,2.37,2,37,19,26.72
13038,54405132,Departamento en Recoleta/Recoleta apartment.,34306239,Anibal,Recoleta,-34.59076,-58.39586,Entire home/apt,9264,2,8,2022-09-06,1.16,1,61,8,61.08
13039,54405972,Beautiful room in old colonial classic building,4841156,Mateo,Monserrat,-34.61297,-58.38084,Private room,2316,3,1,2022-02-01,0.13,3,264,1,15.27
13040,54356110,"Dpto muy luminoso, 3 Ambientes en Recoleta.",441061695,Maria Gloria,Recoleta,-34.59166,-58.40039,Entire home/apt,6514,2,14,2022-08-28,2.25,2,162,14,42.95
13041,54356974,Stylish City Center Apartment with private parking,89732806,Cris,Retiro,-34.59776,-58.38359,Entire home/apt,6948,5,12,2022-09-14,1.65,1,363,12,45.81
13042,54408233,Luminoso 2 ambientes en Palermo Soho,23021347,Clarisa,Palermo,-34.59006,-58.42317,Entire home/apt,7961,3,1,2022-05-30,0.26,1,275,1,52.49
13043,54357468,Lovely Apartment in the heart of Buenos Aires,109521507,Sofía,San Nicolas,-34.60588,-58.38821,Entire home/apt,3185,2,5,2022-04-11,0.73,2,304,5,21.0
13044,497811783116361383,Monoambiente super cálido y moderno en Palermo,432359356,Claudio,Palermo,-34.58277,-58.41314,Entire home/apt,4218,2,15,2022-09-18,1.56,2,77,15,27.81
13045,54357469,Cozy Apartment in the Centre of Buenos Aires,109521507,Sofía,San Nicolas,-34.60537,-58.38787,Entire home/apt,4053,2,24,2022-09-11,3.35,2,166,24,26.72
13046,497856810333137449,Monoambiente encantador en Palermo,432359356,Claudio,Palermo,-34.58472,-58.41154,Entire home/apt,4777,2,1,2022-03-13,0.15,2,28,1,31.5
13047,54357731,Hermoso departamento en el corazón de San Telmo,264793780,Aiman,San Telmo,-34.61914,-58.37498,Entire home/apt,7238,2,0,0,0.0,1,328,0,47.72
13048,499213335956492500,Departamento en Almagro con pileta,432627645,Sofia,Almagro,-34.598095,-58.417202,Entire home/apt,5108,1,18,2022-09-10,4.78,2,325,18,33.68
13049,54364221,Palermo Soho Square -Studio Security - GYM - Pool,438300931,Maria,Palermo,-34.58355,-58.42493,Entire home/apt,6659,1,30,2022-08-21,3.67,7,320,30,43.9
13050,54364278,EXCLUSIVE 1 BDR APT IN DOWNTOWN w/ POOL & GYM!!!,10966956,Vero Y Clara,Retiro,-34.59842,-58.3776,Entire home/apt,12324,1,8,2022-07-22,0.98,70,355,8,81.26
13051,500028194663731473,Departamento en Palermo Hollywood con pileta,225905955,Sol,Palermo,-34.58198,-58.44255,Entire home/apt,9409,4,3,2022-02-08,0.36,1,308,3,62.04
13052,500595913648549266,"Departamento 2 ambientes, Barrancas de Belgrano",432850125,Liliana & Analia,Belgrano,-34.5573,-58.44598,Entire home/apt,3800,2,0,0,0.0,1,349,0,25.05
13053,54369424,Bedroom for 3 people with private terrace,218680231,María Luz,Flores,-34.623924,-58.457031,Private room,2296,2,8,2022-08-11,1.45,3,358,8,15.14
13054,501185576831797791,Hermoso departamento en Nuñez,91167272,Nadia,Nuñez,-34.55243,-58.45928,Entire home/apt,5790,1,33,2022-09-18,3.29,1,154,33,38.17
13055,54369426,"Private room, 2 blocks from subway A",218680231,María Luz,Flores,-34.62355,-58.457058,Private room,2336,2,16,2022-08-26,2.24,3,357,16,15.4
13057,54370487,"Studio Plaza Serrano, Palermo",29343856,Sebastian,Palermo,-34.58853,-58.42899,Entire home/apt,4757,3,16,2022-08-29,2.22,11,178,16,31.36
13058,54370598,Deluxe 1 bedroom Quartier San Telmo,5065463,Guido,San Telmo,-34.624,-58.37664,Entire home/apt,6514,7,10,2022-08-09,1.23,13,334,10,42.95
13059,54374169,"60 - Apartment in Recoleta, French St.",48064803,Federico,Recoleta,-34.58584175120783,-58.40467841534229,Entire home/apt,5621,2,3,2022-09-11,3.0,51,362,3,37.06
13060,505679281737922615,Hermoso Apartamento de 2 ambientes en Recoleta,433805979,Ruben,Recoleta,-34.5876,-58.4019,Entire home/apt,3661,1,28,2022-09-07,3.67,3,321,28,24.14
13061,54376657,Diseño Original en Palermo Soho V,15900304,Gabriel,Palermo,-34.58233,-58.42832,Entire home/apt,5790,2,0,0,0.0,51,0,0,38.17
13062,54376667,Hermoso departamento en Almagro,280931786,Vanina Ivonn,Almagro,-34.60558,-58.42157,Entire home/apt,4500,3,5,2022-07-12,0.75,1,264,5,29.67
13063,505880808238064539,Beautiful Apartament in Belgrano per month,8958111,Maria Cecilia,Colegiales,-34.5724,-58.44109,Entire home/apt,20121,30,0,0,0.0,1,362,0,132.66
13064,507211684954931677,"Patio, terraza. 3 Domitorios, 2 baños",390208538,Tobias,San Telmo,-34.61972,-58.37655,Entire home/apt,6224,1,22,2022-08-26,2.37,2,297,22,41.04
13065,507367026950372845,Hermoso departamento con patio y parrilla,7114804,Iosi,Balvanera,-34.60206,-58.40858,Entire home/apt,6948,7,4,2022-08-13,0.83,4,337,4,45.81
13066,54377255,Hermoso departamento en Palermo,470480358,Micaela,Palermo,-34.5829,-58.42419,Entire home/apt,9319,3,4,2022-07-19,0.67,1,363,4,61.44
13067,509259339320064396,Restored Apartment for 3 in B.A. City Center,124924472,Eugenia,San Nicolas,-34.60241,-58.37712,Entire home/apt,4363,2,16,2022-09-20,3.43,1,346,16,28.77
13068,54378677,Palermo Soho Square - Studio - Security 24hs Pool,438300931,Maria,Palermo,-34.58216,-58.42424,Entire home/apt,8189,1,34,2022-08-29,4.18,7,346,34,53.99
13069,54378713,Beautiful studio in Best Palermo,1875949,Diego,Palermo,-34.579708,-58.410759,Entire home/apt,6948,4,12,2022-09-20,1.51,75,362,12,45.81
13070,510001396286265304,"UNIQUE APPARTMENT, EXOTIC VIEW AND PRIVATE TERRACE",3043939,Francisco,Recoleta,-34.5964,-58.40782,Entire home/apt,4777,2,15,2022-09-15,1.78,2,78,15,31.5
13071,54379723,AMAZING FLAT IN MOST COOL AREA PALERMO HOLLYWOOD!,10966956,Vero Y Clara,Palermo,-34.5831,-58.43533,Entire home/apt,8685,15,0,0,0.0,70,278,0,57.26
13072,54380021,Cálido y Luminoso Departamento,35067450,Ignacio,Almagro,-34.60428,-58.42405,Entire home/apt,6100,2,9,2022-07-23,1.31,16,307,9,40.22
13073,510734302083251108,"Nuevo, parque, clase, luz, tranquilidad,transporte",3464544,Jonathan_kremer,Parque Chas,-34.58988,-58.47482,Entire home/apt,5066,7,1,2022-01-30,0.13,8,325,1,33.4
13074,54382330,❤ JC | 4 guests 2 aparts same building ★★★★★,5412762,Super Host,San Nicolas,-34.59951,-58.37574,Entire home/apt,10794,1,0,0,0.0,33,292,0,71.17
13075,511240791846569744,"Elegant Recoleta w/ Pool, Laundry & 24h Security",1845492,Maga,Recoleta,-34.59022521972656,-58.39560317993164,Entire home/apt,6803,7,11,2022-09-05,1.19,17,96,11,44.85
13076,512162729046410200,Modern full comfortable studio Belgrano Nunez,3771282,Max,Nuñez,-34.55468,-58.46205,Entire home/apt,6514,3,2,2022-02-20,0.24,31,174,2,42.95
13077,54382541,❤ CHJ | 6 guests 3 aparts same building ★★★★★,5412762,Super Host,San Nicolas,-34.60006,-58.37613,Entire home/apt,16431,1,1,2022-03-21,0.16,33,289,1,108.33
13078,513085771728355697,Bello estudio en el corazón de  Recoleta,4927400,Silvia,Recoleta,-34.58898,-58.40039,Entire home/apt,2895,1,9,2022-09-14,1.15,2,281,9,19.09
13079,515311233541146411,Hermoso departamento en San Telmo,9645945,Germán,Barracas,-34.62827,-58.37148,Entire home/apt,2336,3,27,2022-09-21,3.0,1,122,27,15.4
13080,54383785,Encantador studio en Palermo,210147055,Giorgina,Palermo,-34.58132,-58.41216,Entire home/apt,3639,3,13,2022-09-14,1.7,68,77,13,23.99
13081,54385228,★★★★★Cozy suite in the heart of San Telmo,278440549,Boutique Apartments,San Telmo,-34.617893,-58.374474,Private room,5543,1,58,2022-09-19,8.45,93,157,58,36.55
13082,515816403912810269,"Great Nicaragua House, Private Terrace & BBQ.",30423321,Luciana,Palermo,-34.58112,-58.43345,Entire home/apt,11270,6,14,2022-09-03,1.88,6,307,14,74.31
13083,516516173914953031,1 Dorm con Pileta & Parrilla en Palermo Hollywood,42156173,Barbara,Palermo,-34.57419,-58.44195,Entire home/apt,8375,3,0,0,0.0,1,73,0,55.22
13084,54386861,Excelente,11070623,María Marta,Belgrano,-34.55795,-58.45227,Entire home/apt,3200,3,0,0,0.0,1,209,0,21.1
13085,517211132110866909,Hermoso departamento con terraza y parilla,7114804,Iosi,Recoleta,-34.59818,-58.40345,Entire home/apt,5066,4,6,2022-07-18,0.68,4,350,6,33.4
13086,54387016,Hermoso departamento en Belgrano,441509902,Luciano,Belgrano,-34.56863,-58.45804,Entire home/apt,11000,1,0,0,0.0,1,0,0,72.53
13088,54389783,Bright Loft,2699189,Lichi,Villa Ortuzar,-34.58278,-58.47278,Entire home/apt,2606,7,2,2022-07-07,0.29,1,325,2,17.18
13089,519296494895334034,1BR Apart w/Balcony at a Quiet Area Close to Metro,1845492,Maga,Colegiales,-34.56904220581055,-58.452632904052734,Entire home/apt,6514,4,5,2022-07-24,0.72,17,168,5,42.95
13090,520052411442550173,A Estrenar piso 6 Parque Luz Categoría Transportes,3464544,Jonathan_kremer,Paternal,-34.5919,-58.47468,Entire home/apt,5356,7,0,0,0.0,8,325,0,35.31
13092,54390978,Fully renewed 4 people apartment in Palermo,441448982,Bahar,Palermo,-34.59286,-58.41679,Entire home/apt,5000,3,10,2022-09-01,1.31,1,253,10,32.97
13093,547059280392091520,Comfortable Studio in heart of Palermo Hollywood,441930052,Daniel,Palermo,-34.58188,-58.43508,Entire home/apt,7558,1,13,2022-09-11,1.9,1,357,13,49.83
13094,547207937310584126,Casona alegre con pileta y patio.,51505848,Ines,Palermo,-34.58382,-58.43976,Private room,2895,1,4,2022-07-16,0.5,1,280,4,19.09
13098,547562373210748905,A hidden gem of light and nature,895346,Valentina,Agronomia,-34.59639,-58.48643,Entire home/apt,10753,4,7,2022-07-06,0.94,1,69,7,70.9
13100,547672284665655558,Imperdible y cómodo Loft en Los Silos.,1028764,Cecilia,Colegiales,-34.58007,-58.44243,Entire home/apt,21713,1,0,0,0.0,87,365,0,143.16
13101,523547891007987181,Fantastic room in the heart of Buenos Aires,258154594,Atanas,Monserrat,-34.61022,-58.38066,Private room,7817,5,0,0,0.0,13,73,0,51.54
13102,547696543356679113,Impecable monoambiente luminoso en recoleta,412971610,Clara,Recoleta,-34.58559,-58.39919,Entire home/apt,5790,3,1,2022-03-28,0.17,1,153,1,38.17
13104,523551311329242696,Fantastic room in the heart of Buenos Aires,258154594,Atanas,San Nicolas,-34.60824,-58.38089,Private room,7010,5,0,0,0.0,13,73,0,46.22
13105,547827901481482188,Hermoso departamento con balcón y pileta,441794905,Maria Florencia,Almagro,-34.61483,-58.42638,Entire home/apt,4643,2,15,2022-08-17,2.03,1,311,15,30.61
13107,547831661704173143,Agradable Apto de 2 Ambientes en Recoleta,132838002,Pablo,Recoleta,-34.59659,-58.38898,Entire home/apt,5645,28,0,0,0.0,74,363,0,37.22
13112,523560031549474916,Fantastic room in the heart of Buenos Aires,258154594,Atanas,Monserrat,-34.60885,-58.37909,Private room,10505,5,0,0,0.0,13,73,0,69.26
13113,523786699156227075,Departamento amplio y luminoso. Buena ubicación.,437161533,Paula,Almagro,-34.60724,-58.42864,Entire home/apt,3600,2,17,2022-08-31,2.07,1,351,17,23.74
13114,547874802384752079,Mint apartment,265312053,Carolina & Macarena,Retiro,-34.59381,-58.38495,Entire home/apt,5790,3,0,0,0.0,4,30,0,38.17
13115,547883204989780067,Johndyhouse SOL,161559109,Juan,Villa Crespo,-34.60102,-58.43595,Private room,3185,1,3,2022-07-24,0.51,16,349,3,21.0
13116,525932852128398888,Hermoso departamento cerca de Palermo,437499130,Maria Susana,Villa Crespo,-34.5971,-58.42785,Entire home/apt,7238,3,0,0,0.0,2,272,0,47.72
13117,547883585737668650,Johndyhouse casa alegre con patio.,161559109,Juan,Villa Crespo,-34.60065,-58.43628,Private room,2606,1,1,2022-04-10,0.18,16,256,1,17.18
13118,525965837258458130,Departamento con terraza  y parrilla propia,417090,Mateo,Palermo,-34.58379,-58.44298,Entire home/apt,10133,2,10,2022-07-23,1.16,12,234,10,66.81
13119,527494454517068426,Liverpool. Four - Loft Temático.,356244966,Ignacio Sampietro,Villa Santa Rita,-34.60944,-58.48203,Entire home/apt,3908,4,7,2022-06-09,0.83,7,171,7,25.77
13120,527590853530535586,R. Stoness - Loft  Temático.,356244966,Ignacio Sampietro,Villa Santa Rita,-34.61143,-58.482,Entire home/apt,3185,4,7,2022-07-09,0.84,7,180,7,21.0
13121,547981700243282628,GREAT STUDIO DOWNTOWN BS AS! w/ POOL & GYM!!,10966956,Vero Y Clara,Retiro,-34.59626,-58.37759,Entire home/apt,10422,1,2,2022-06-21,0.29,70,356,2,68.71
13122,547988043938618956,AMAZING 1 BDR APT IN DOWNTOWN w/ POOL & GYM!!!,10966956,Vero Y Clara,Retiro,-34.59857,-58.37953,Entire home/apt,12593,1,6,2022-08-24,0.94,70,358,6,83.03
13123,528154239399597490,Modern & Spacious 2BR w/Private Terrace in Palermo,1845492,Maga,Palermo,-34.57654571533203,-58.43561935424805,Entire home/apt,12159,7,3,2022-08-27,0.38,17,101,3,80.17
13124,548056176945677439,Feel home in what was our home,4149346,Natalia,Nuñez,-34.550171,-58.463078,Entire home/apt,7238,5,0,0,0.0,6,168,0,47.72
13126,528827411805407768,Hermoso departamento 3 amb  en Recoleta,438170429,Agustina,Recoleta,-34.59209,-58.40036,Entire home/apt,16500,2,12,2022-08-15,1.86,1,50,12,108.79
13127,531746798500414431,Hermosa casa en el corazón de Villa Devoto,223310835,Matias,Villa Devoto,-34.59552,-58.51758,Entire home/apt,12304,7,0,0,0.0,1,86,0,81.12
13128,548128631378395148,Impecable y súper luminoso depto. en Caballito,49428953,Laura,Caballito,-34.60802,-58.44897,Entire home/apt,4343,1,20,2022-09-20,9.52,1,201,20,28.63
13129,548416441899201862,*Apartment in Palermo II*,294883309,Nancy Lorena,Palermo,-34.59696,-58.42444,Entire home/apt,4053,5,3,2022-08-02,0.54,2,310,3,26.72
13130,536235383989832924,"Nice tiny apartment, well located",122747451,Cecilia,Palermo,-34.57852,-58.4387,Entire home/apt,4200,5,14,2022-09-12,1.69,1,151,14,27.69
13131,548463492047179847,Pequeño y Funcional Dto Entero Remodelado Recoleta,64871169,Ricardo Roman,Recoleta,-34.59025,-58.40638,Entire home/apt,2378,1,15,2022-09-18,3.02,1,300,15,15.68
