,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,price_dls
0,11508,Amazing Luxurious Apt-Palermo Soho,42762,Candela,Palermo,-34.58184,-58.42415,Entire home/apt,9823,3,30,2022-07-17,0.24,1,314,3,64.77
1,14222,"RELAX IN HAPPY HOUSE - PALERMO, BUENOS AIRES",87710233,María,Palermo,-34.58617,-58.41036,Entire home/apt,3728,7,98,2022-08-14,0.79,3,324,8,24.58
2,118877,Entire Studio/apt in Buenos Aires,600320,Roxana,Palermo,-34.57734,-58.4379,Entire home/apt,5687,2,24,2022-06-21,0.18,2,174,5,37.5
3,14711,SPECTACULAR ANCIENT HOUSE,57770,Cintia,San Nicolas,-34.60786,-58.37211,Entire home/apt,17370,1,0,0,0.0,1,365,0,114.52
4,120874,Great apt 1 Bedroom - 1.5 Bath /Recoleta,530261,Luciano,Recoleta,-34.58991,-58.39931,Entire home/apt,6514,14,10,2022-04-27,0.07,27,295,1,42.95
5,15074,ROOM WITH RIVER SIGHT,59338,Monica,Nuñez,-34.53892,-58.46599,Private room,4343,29,0,0,0.0,1,365,0,28.63
6,122907,Spotless entire apt. Ideal location,426566,Egle,Almagro,-34.61982,-58.4166,Entire home/apt,3584,5,29,2022-08-31,0.21,8,324,8,23.63
7,16695,DUPLEX LOFT 2 - SAN TELMO,64880,Elbio Mariano,Monserrat,-34.61439,-58.37611,Entire home/apt,7238,2,46,2019-11-30,0.33,9,175,0,47.72
8,17451,A terrace in Buenos Aires,67732,Karen,Belgrano,-34.55878,-58.46476,Private room,4922,2,0,0,0.0,1,87,0,32.45
9,129681,Studio Rojo Design Belgrano - 2 Pax,638545,Luisa,Belgrano,-34.55601,-58.45717,Entire home/apt,4125,7,14,2018-08-11,0.13,3,3,0,27.2
10,129932,Palermo View Studio at Palermo Uno Tower,319901,Ralf,Palermo,-34.5813,-58.42488,Entire home/apt,8788,4,119,2022-08-08,0.88,24,310,6,57.94
11,130248,Small charmy and fully at Palermo,641573,Paula,Palermo,-34.57717,-58.41138,Entire home/apt,2895,2,91,2022-09-16,0.78,8,304,13,19.09
12,17993,TEMPORARY RENT CUTE APARTMENT IN MICROCENTRO,68689,Maritza,San Nicolas,-34.6037,-58.37888,Private room,4922,3,8,2022-03-12,0.06,1,0,1,32.45
13,130275,Van Gogh s apart at Palermo,641573,Paula,Palermo,-34.5771,-58.41134,Entire home/apt,1737,2,16,2022-02-17,0.14,8,1,1,11.45
15,20062,PENTHOUSE / best city views ! /terrace & pool/ 2bd,75891,Sergio,Palermo,-34.581848,-58.441605,Entire home/apt,16192,2,262,2022-09-09,1.74,4,48,33,106.76
16,130424,Palermo Hollywood Studio Apt - 4th floor - 33 m2,642182,Aike,Palermo,-34.57896,-58.43448,Entire home/apt,5790,7,9,2012-12-31,0.07,1,173,0,38.17
17,131145,DONDE VIVI (1) Rooms for Rent .,645495,Viviana,Almagro,-34.60728,-58.41949,Private room,1500,3,39,2022-04-19,0.29,1,292,1,9.89
18,131807,"Belgrano R, Private Room, Sunny",648231,Vero,Villa Ortuzar,-34.57546,-58.4688,Private room,5066,1,0,0,0.0,1,365,0,33.4
19,132298,Urban Escape ★ Studio with great views,319901,Ralf,Recoleta,-34.59495,-58.4044,Entire home/apt,7961,5,118,2022-06-24,0.88,24,313,6,52.49
20,133043,Great Studio - Roof top Pool,530261,Luciano,Recoleta,-34.59234,-58.39956,Entire home/apt,7238,14,20,2022-08-05,0.19,27,327,3,47.72
21,133654,Modern and Comfortable. Central location.Fast WiFi,426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,3298,7,59,2022-08-19,0.43,8,345,12,21.74
22,136986,Buena Vista - Panorama Riverviews ★★★★★,319901,Ralf,Palermo,-34.58114,-58.42513,Entire home/apt,13028,3,155,2022-09-17,1.14,24,222,20,85.9
23,137017,Soho Sunset studio  with amazing views.,319901,Ralf,Palermo,-34.58277,-58.42539,Entire home/apt,8685,4,211,2022-09-02,1.57,24,261,18,57.26
24,20429,Hermoso  y acogedor departamento.,77065,Marcelo,Constitucion,-34.6226,-58.38704,Entire home/apt,5066,15,0,0,0.0,1,89,0,33.4
25,23798,STUNNING-LIGHT-SPACIOUS LOFT STYLE APT- SAN TELMO,408551,Guille,Monserrat,-34.61266,-58.37479,Entire home/apt,8251,3,51,2022-08-15,0.4,13,134,3,54.4
26,24713,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,Griselda,San Nicolas,-34.60254,-58.37811,Entire home/apt,4652,2,362,2022-08-30,3.13,3,348,19,30.67
27,24763,Amazing LOFTpalermo: contemporary and cool,101049,Sebastian,Chacarita,-34.58494,-58.44419,Entire home/apt,5935,7,35,2022-08-01,0.25,1,89,3,39.13
28,138690,STUDIO RECOLETA /PZA FRANCIA/UBA/MUSEOS/METRO,676972,Fabiana,Recoleta,-34.59101,-58.39455,Entire home/apt,4343,3,248,2022-08-22,1.82,17,163,12,28.63
29,27631,Apartment for rent in Recoleta,119446,Inés,Recoleta,-34.59272,-58.3894,Entire home/apt,4343,2,98,2021-01-23,0.66,1,332,0,28.63
30,28244,Loft in Palermo Hollywood.Pool 617,119613,Marcos,Palermo,-34.57709,-58.43665,Entire home/apt,7238,7,29,2022-06-18,0.28,7,17,7,47.72
31,143173,HabitacionPrivate Rooms in Congreso,499278,Nicolas,Balvanera,-34.60929,-58.4031,Private room,4343,5,0,0,0.0,1,365,0,28.63
32,29983,Depto de 1 ambiente en Recoleta,129235,Carolina,Recoleta,-34.59792,-58.39091,Entire home/apt,10179,2,0,0,0.0,1,365,0,67.11
33,31216,EXCELLENT APARTMENT IN BELGRANO,134014,Marian,Belgrano,-34.55948,-58.44528,Entire home/apt,8540,7,5,2022-07-30,0.94,2,360,5,56.31
34,143663,Apartement Buenos Aires,696693,Marcela,Monserrat,-34.61428,-58.3865,Entire home/apt,6514,5,0,0,0.0,1,358,0,42.95
35,144192,Beautiful apartment in Buenos Aires,698994,Ruben,Nueva Pompeya,-34.64892,-58.41005,Private room,7238,1,0,0,0.0,1,365,0,47.72
36,31469,Beautiful Home w/ Garden at Racetrack of Palermo,135120,Flor,Palermo,-34.5682,-58.43402,Entire home/apt,8685,3,13,2022-09-17,0.14,3,239,2,57.26
37,144827,LEMON TREE ★ 1 bedroom with great views,319901,Ralf,Recoleta,-34.59491,-58.40497,Entire home/apt,7238,4,51,2022-06-02,0.38,24,301,6,47.72
38,31514,BEAUTY DUPLEX LOFT #4 SAN TELMO,64880,Elbio Mariano,Monserrat,-34.61494,-58.37517,Entire home/apt,7238,2,31,2022-05-19,0.22,9,311,3,47.72
39,31920,Beautifull apartment in Belgrano!,137373,Nancy,Belgrano,-34.5644,-58.4606,Entire home/apt,8685,30,0,0,0.0,1,365,0,57.26
40,35703,Charming studio in Palermo/Recoleta,150763,Viviana,Recoleta,-34.59188,-58.40778,Entire home/apt,4343,7,90,2021-12-02,0.65,1,264,3,28.63
41,148284,Sunny Terrace Apart. in Downtown BA,407702,Ruy,Monserrat,-34.61331,-58.38491,Entire home/apt,4777,2,271,2022-09-06,1.98,3,107,4,31.5
42,150594,Departamento Parque chacabuco,716702,Eugenia,Parque Chacabuco,-34.63439,-58.44441,Private room,19684,7,0,0,0.0,1,365,0,129.78
43,37347,Palermo/Las Cañitas Apartment,161327,Mariano,Palermo,-34.57148,-58.43246,Entire home/apt,5066,12,56,2022-09-06,0.4,12,310,12,33.4
44,154427,Spotless apt. in a Great location. 100% Equipped.,426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,3298,5,69,2022-07-15,0.52,8,350,10,21.74
45,154430,"Loft Style, modern,bright &spacious",742738,Martin,Palermo,-34.59387,-58.41445,Entire home/apt,1882,30,2,2021-06-01,0.02,1,210,0,12.41
46,154767,Central location/2min from Metro -  Fast WiFi,426566,Egle,Almagro,-34.6202,-58.41543,Entire home/apt,3421,5,36,2020-05-10,0.27,8,336,0,22.56
48,41243,"HABITACION EN SUITE   ,  4 DISPONIBLES",74406,Mathilde,Palermo,-34.58984,-58.42584,Private room,2606,15,0,0,0.0,6,363,0,17.18
49,41608,Palermo Soho Spectacular Modern Unit,181721,Silveria,Palermo,-34.5847,-58.42648,Entire home/apt,10856,2,137,2022-08-21,1.0,2,257,14,71.58
50,42450,French Classic in San Telmo: Balcony over Defensa!,185437,Grisel,Monserrat,-34.61578,-58.37175,Entire home/apt,9719,4,148,2022-09-19,1.11,3,97,16,64.08
51,158056,PalermoSoho Excellent Location! steps from LaRural,758728,Mauricio,Palermo,-34.58207,-58.42094,Entire home/apt,4487,6,58,2022-09-17,0.49,9,318,4,29.58
52,45498,"Quiet & Chic, fully equipped, 2Bd, pool & terrace",75891,Sergio,Palermo,-34.58182,-58.44144,Entire home/apt,14745,2,137,2022-09-21,0.94,4,155,22,97.22
53,159585,Apartment in Recoleta Juncal 2200,772165,Jorge,Recoleta,-34.59316,-58.40053,Entire home/apt,3474,3,12,2019-09-03,0.09,1,206,0,22.9
54,48089,Recoleta Classic French-Style 2BDR,192475,Chris,Recoleta,-34.58705,-58.38791,Entire home/apt,7238,7,103,2022-01-27,0.71,1,264,3,47.72
55,48527,French style apartment in Recoleta,221661,Ricardo,Recoleta,-34.58555,-58.39468,Entire home/apt,19355,3,1,2014-01-07,0.01,2,365,0,127.61
56,160611,Habitación en Las Cañitas,769336,Natalia,Palermo,-34.56526,-58.4334,Private room,19232,1,8,2017-09-25,0.12,1,365,0,126.8
58,161463,The Boss- 2 bedroom with balcony,319901,Ralf,Palermo,-34.58101,-58.42503,Entire home/apt,19542,3,171,2022-09-11,1.4,24,264,26,128.85
59,166846,PENTHOUSE Duplex in Palermo with RooftopTerrace!!,794906,Jesse,Villa Crespo,-34.59161,-58.44006,Entire home/apt,12221,5,73,2022-08-13,0.54,4,249,14,80.58
60,48678,Grate & Luxury apartment Recoleta,221661,Ricardo,Recoleta,-34.58507,-58.395,Private room,19355,3,1,2010-12-30,0.01,2,353,0,127.61
61,50778,Gorgeous 2bdrm in Awesome Recoleta,233651,Cameron,Recoleta,-34.58978,-58.40011,Entire home/apt,8685,5,97,2022-05-24,0.67,6,173,1,57.26
62,52511,San Telmo Apartment (Buenos Aires),242939,Gri,San Nicolas,-34.60767,-58.37257,Entire home/apt,10133,4,0,0,0.0,1,365,0,66.81
63,168298,Boutique Central Apt in BuenosAires,802023,Ana,Balvanera,-34.60554,-58.3938,Entire home/apt,11580,5,18,2018-11-30,0.14,1,362,0,76.35
64,53097,Duplex-Loft in  Historic Quartier of Buenos Aires,64880,Elbio Mariano,Monserrat,-34.61494,-58.37517,Entire home/apt,10133,2,37,2022-07-05,0.26,9,326,1,66.81
65,53905,Trendy studio in Villa Crespo!,252182,Victoria,Villa Crespo,-34.59969,-58.4399,Entire home/apt,4343,3,89,2022-08-26,0.61,1,148,11,28.63
66,61282,Loft with Balcony in Belgrano,296398,Alejandro,Nuñez,-34.55396,-58.46753,Entire home/apt,5066,3,142,2022-01-16,0.99,1,300,1,33.4
67,172118,Owner Featured on HGTV- Spacious Palermo Soho Loft,791090,Jamais,Palermo,-34.58735,-58.42186,Entire home/apt,12883,4,75,2022-08-28,0.56,1,85,7,84.94
68,65446,Luxury Premier Loft with Breathtaking Views  ★★★★★,319901,Ralf,Palermo,-34.58102,-58.42349,Entire home/apt,14268,3,165,2022-08-29,1.22,24,310,5,94.07
69,172135,Recoleta full equipped Apartment,523775,Silvia  Diana,Recoleta,-34.58983,-58.39786,Entire home/apt,5645,3,73,2022-08-28,0.55,1,29,12,37.22
70,65513,Comfortable apartment for 5 in BsAs,320183,Hortensia,Retiro,-34.59849,-58.3774,Entire home/apt,9409,30,7,2022-08-31,0.06,4,283,2,62.04
71,175005,1 BR flat in Palermo Soho,836368,Daniele,Palermo,-34.5862,-58.42465,Entire home/apt,5356,3,183,2022-09-19,1.36,3,128,9,35.31
72,65519,Great Apartment in Las Cañitas (Palermo) for 6,320183,Hortensia,Palermo,-34.56958,-58.42978,Entire home/apt,11435,12,17,2022-05-24,0.16,4,316,4,75.39
73,175081,1 BR flat in Palermo,836368,Daniele,Palermo,-34.58926,-58.41942,Entire home/apt,4922,3,141,2022-09-03,1.09,3,124,10,32.45
74,66939,"★ Instaworthy Views, 20th Floor ★ Gym",319901,Ralf,Palermo,-34.58267,-58.42497,Entire home/apt,10133,4,281,2022-09-05,2.08,24,249,18,66.81
75,176318,San Telmo Vintage - Art Experience Fully Renovated,843196,Ivan,Monserrat,-34.6156,-58.36843,Entire home/apt,7465,4,177,2022-09-07,1.39,1,275,23,49.22
76,66940,Pool View studio  ❤,319901,Ralf,Palermo,-34.58272,-58.42382,Entire home/apt,7238,3,236,2022-08-20,1.83,24,316,13,47.72
77,68489,Best Block in Palermo Hollywood,4405670,Andy,Palermo,-34.58045,-58.43208,Entire home/apt,7527,3,147,2022-07-18,1.05,8,364,5,49.63
79,178330,"3 Bedrooms / 2 Bathroom, Off & Ldy Apt in Palermo",853184,Juan,Palermo,-34.58712,-58.42184,Entire home/apt,9409,20,8,2022-08-13,0.41,3,174,5,62.04
80,68868,"Luxury Soho Sky Loft , Dream View Apartment ★★★★★",319901,Ralf,Palermo,-34.58165,-58.42527,Entire home/apt,12304,3,277,2022-09-15,2.03,24,249,26,81.12
81,69063,"Beautiful, great location, quiet, Nespresso.",344599,Danilo,Recoleta,-34.5956,-58.39573,Entire home/apt,6472,1,271,2022-09-15,2.08,5,285,55,42.67
82,180692,Tango and Enjoyment of Buenos Aires,865765,Hector,Villa Urquiza,-34.57624,-58.48314,Private room,10133,5,0,0,0.0,1,365,0,66.81
83,69086,Little Duplex Loft (1) San Telmo,64880,Elbio Mariano,Monserrat,-34.61495,-58.37517,Entire home/apt,5790,2,39,2020-01-19,0.33,9,321,0,38.17
84,69880,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",315089,Max,Palermo,-34.57797,-58.43821,Entire home/apt,17370,5,26,2022-09-12,0.19,5,315,1,114.52
85,70082,High category appartment Belgrano,353823,Maria De Los Angeles,Palermo,-34.56926,-58.4437,Entire home/apt,4343,20,40,2022-03-05,0.29,1,285,1,28.63
86,181627,RENT APP ARTS,870611,Pablo,Palermo,-34.5845,-58.41291,Private room,18818,30,0,0,0.0,1,365,0,124.07
87,71801,Studio in Recoleta most secure area,368954,Carlos,Recoleta,-34.59514,-58.39914,Entire home/apt,5790,3,101,2022-08-30,0.72,1,316,9,38.17
89,186005,Modern apartment in Downtown Buenos Aires,893209,Victoria,Retiro,-34.59804,-58.37688,Entire home/apt,7445,4,58,2022-07-24,0.44,3,320,11,49.09
90,73180,Palermo Apt - Las Cañitas area,161327,Mariano,Palermo,-34.57213,-58.43294,Entire home/apt,4343,14,38,2022-08-28,0.3,12,282,8,28.63
91,74383,Penthouse 2BR with River&Sunrise views,319901,Ralf,Palermo,-34.58706,-58.43417,Entire home/apt,21713,3,126,2022-09-15,0.94,24,210,38,143.16
92,75094,Amazing apartment in Recoleta,161327,Mariano,Recoleta,-34.58918,-58.39518,Entire home/apt,5066,14,132,2022-09-18,0.94,12,317,15,33.4
93,188154,At the heart of San Telmo  Double,906277,Magdalena,San Telmo,-34.62063,-58.36967,Private room,4343,2,67,2022-07-24,0.52,3,325,9,28.63
94,190988,Beautiful apartment in Las Cañitas,320183,Hortensia,Palermo,-34.57133,-58.42975,Entire home/apt,11435,10,31,2022-07-25,0.26,4,17,7,75.39
95,191056,"Big sunny, central Studio",923804,Annatina Luck,Monserrat,-34.61308,-58.38862,Entire home/apt,3908,10,11,2019-11-12,0.08,1,268,0,25.77
96,75492,Studio Loft in Palermo Soho #1,400828,Jony,Palermo,-34.589,-58.42024,Entire home/apt,5066,2,340,2022-06-17,2.6,3,234,11,33.4
97,75526,GUAPO / Amazing Large Studio* with great views.🎈,319901,Ralf,Palermo,-34.58261,-58.42345,Entire home/apt,8685,4,124,2022-08-27,0.91,24,325,19,57.26
98,76005,"Heart of Recoleta, no better place!",315089,Max,Recoleta,-34.59014,-58.39386,Entire home/apt,5790,5,6,2013-08-17,0.04,5,264,0,38.17
99,197288,Beautiful studio in heart Recoleta,961397,Marisa,Recoleta,-34.5913,-58.39037,Entire home/apt,5980,7,1,2012-02-22,0.01,1,362,0,39.43
100,77404,Beautiful Duplex - Trendy Palermo,161327,Mariano,Palermo,-34.56692,-58.43324,Entire home/apt,5066,14,29,2022-08-31,0.23,12,321,6,33.4
101,77704,PALERMO SOHO Cheap Little Apt,417020,Jorge Fernando,Palermo,-34.58236,-58.42726,Entire home/apt,5066,7,119,2020-03-22,0.87,1,51,0,33.4
102,203340,Amazing view - GREAT Studio - Balcony,530261,Luciano,Palermo,-34.58104,-58.42495,Entire home/apt,8685,14,12,2022-05-13,0.09,27,287,3,57.26
103,77994,Studio 1A - Corazon de San Telmo,64880,Elbio Mariano,San Telmo,-34.62014,-58.37371,Entire home/apt,5790,3,5,2019-08-03,0.04,9,338,0,38.17
104,205781,ART HOUSE PALERMO HOLLYWOOD 2 rooms,1011896,Natalia,Palermo,-34.57945,-58.43024,Entire home/apt,24815,1,20,2022-07-31,0.15,12,364,1,163.61
106,78005,"SOFA STUDIO, SAN TELMO, 1B",64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,7238,2,15,2019-08-22,0.11,9,322,0,47.72
107,78009,STUDIO DEFENSA 2A en San Telmo,64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,10133,2,43,2022-04-12,0.31,9,320,1,66.81
108,78014,STUDIO SOFA CAMA & PATIO,64880,Elbio Mariano,San Telmo,-34.61998,-58.37151,Entire home/apt,4343,3,24,2019-05-13,0.18,9,332,0,28.63
109,78068,Lovely Place at a GREAT Location!,419383,Mariana Y Sebas,Palermo,-34.58246,-58.4034,Entire home/apt,7961,5,22,2022-07-18,0.16,7,241,3,52.49
110,210040,Bonito Studio in Palermo w/balcony,319901,Ralf,Palermo,-34.58144,-58.42311,Entire home/apt,8685,4,74,2022-09-17,0.57,24,269,15,57.26
111,218781,Amazing Palermo Hollywood Loft A,161327,Mariano,Palermo,-34.57874,-58.4397,Entire home/apt,5790,14,65,2020-01-29,0.49,12,205,0,38.17
112,225905,in Style Recoleta Buenos Aires 1,36441,Robert,Recoleta,-34.59643,-58.39188,Entire home/apt,9988,3,26,2022-03-22,0.2,2,365,1,65.85
113,78351,"Apt in Palermo, Las Cañitas",420786,Carola,Palermo,-34.5752,-58.43102,Entire home/apt,8540,10,11,2020-01-19,0.09,3,295,0,56.31
114,229571,Encantador Apartamento a pasos del Jardin Botanico,514200,Ceferina De Jesus,Palermo,-34.58373,-58.4185,Entire home/apt,5066,30,20,2022-06-19,0.15,2,286,3,33.4
115,78685,Luminous Palermo 1BDR Apartment,419383,Mariana Y Sebas,Palermo,-34.58349,-58.40625,Entire home/apt,6411,2,43,2022-04-09,0.31,7,327,4,42.27
116,235667,San Telmo Barracas Design District!,1105513,Luciano Or Julio,Barracas,-34.64419,-58.37696,Entire home/apt,9988,1,32,2022-05-28,0.38,8,353,3,65.85
117,78703,"Amazing Studio w/Terrace & BBQ ""Heart of Recoleta""",422878,Oscar,Recoleta,-34.59446,-58.39588,Entire home/apt,5790,1,193,2022-02-09,1.47,2,235,4,38.17
118,238513,EXCLUSIVE LOFT IN PALERMO HOLLYWOOD,87710233,María,Palermo,-34.58106,-58.43366,Entire home/apt,3557,7,43,2022-08-10,0.33,3,301,3,23.45
119,79226,Petite Home,426420,Carolina,Nuñez,-34.55235,-58.4581,Entire home/apt,3619,20,47,2022-05-06,0.35,1,304,3,23.86
120,238619,Best Recoleta´s Loft. Arch Designer,1192725,Claudio,Recoleta,-34.59449,-58.4013,Entire home/apt,5066,3,38,2022-07-09,0.3,1,335,15,33.4
121,79247,"Beautiful Apt in great location, 100% Good Reviews",426566,Egle,Boedo,-34.6212,-58.41753,Entire home/apt,3359,6,55,2022-09-10,0.39,8,257,9,22.15
122,239718,Amazing Studio - Pool,530261,Luciano,Palermo,-34.58705,-58.42106,Entire home/apt,6080,14,29,2022-06-02,0.22,27,355,6,40.09
123,79766,!Amazing 1Bdr - Great Terrace - BBQ - Sun - View!!,422878,Oscar,Recoleta,-34.59118,-58.39664,Entire home/apt,8685,1,191,2022-08-27,1.51,2,220,13,57.26
124,81120,"Avenida 9 de Julio, departamento con vista a la av",439345,Marcelo,Monserrat,-34.61155319213867,-58.38185119628906,Entire home/apt,12511,1,6,2022-07-24,1.73,1,284,6,82.49
125,82623,Garden studio flat with swimming pool,449610,Antonio,Colegiales,-34.5742,-58.45024,Entire home/apt,3445,5,42,2020-12-19,0.5,1,189,0,22.71
126,239853,Beautiful Duplex Palermo Hollywood,1257968,Emmanuel,Palermo,-34.57666,-58.43161,Entire home/apt,9409,4,179,2022-08-14,1.35,1,267,9,62.04
127,83035,"Central loc. Entire apt, all incl.",426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,3298,5,48,2022-04-10,0.35,8,127,3,21.74
128,83152,★Amigo studio with great views - 18 floor  ★,319901,Ralf,Palermo,-34.58268,-58.42314,Entire home/apt,9409,3,104,2022-08-04,0.76,24,278,15,62.04
129,83440,GREAT! Apartment Alto Palermo,384997,Santiago,Recoleta,-34.59369,-58.41226,Entire home/apt,7527,30,5,2020-04-09,0.04,1,265,0,49.63
130,243320,STUDIO PARA 4 PERS. EN PALERMO,1274087,Claudia,Villa Crespo,-34.59819,-58.44001,Entire home/apt,3619,7,1,2018-11-17,0.02,1,348,0,23.86
131,243373,Gorgeous Apartment-Best Location,1091499,Brooke,Monserrat,-34.61123,-58.37315,Entire home/apt,8024,4,137,2022-08-28,1.04,1,34,8,52.9
132,84033,Great apart with private terrace & chill out area.,458852,Maria,Palermo,-34.58477,-58.42731,Entire home/apt,7961,2,167,2022-09-14,1.21,2,186,18,52.49
133,245895,Amazing view - GREAT Studio - Balcony,530261,Luciano,Palermo,-34.58293,-58.42498,Entire home/apt,7961,14,34,2022-07-31,0.26,27,346,2,52.49
134,250327,"Modern Appt. Buenos Aires, Recoleta",1311901,Lucas,Recoleta,-34.59067,-58.39909,Entire home/apt,5066,10,101,2022-09-04,0.76,3,67,3,33.4
135,84730,"Spotless apt. in a great location, Wi-Fi, balcony!",426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,3441,7,74,2022-08-21,0.57,8,283,9,22.69
136,85949,Modern & Luminous Apt in GreatLocation!,426566,Egle,Almagro,-34.62053,-58.41653,Entire home/apt,3298,6,50,2022-09-10,0.37,8,357,13,21.74
137,253370,Studio a una cuadra de Univ. de Palermo,1330334,Fernando,Almagro,-34.59871,-58.41421,Entire home/apt,3040,4,95,2022-07-21,0.73,3,281,8,20.04
138,87828,"habitación individual, única huésped de la casa.",480785,Isabel,Retiro,-34.59126,-58.38108,Private room,2700,3,1,2019-08-02,0.03,2,177,0,17.8
139,259745,Room @ soapmaker / best location in BA,78281,Nadia,Almagro,-34.60355,-58.41701,Private room,2606,3,40,2022-07-31,0.31,2,183,5,17.18
140,92228,Experiencia Recoleta-Buenos Aires,494027,Mirta Susana,Recoleta,-34.58509,-58.40465,Entire home/apt,11580,20,2,2020-03-31,0.06,2,21,0,76.35
141,264704,"PRIVATE BEDROOM KING BED,FOR ONE OR TWO, BATHROOM",1388769,Juan Y Josefina,Balvanera,-34.61722,-58.40186,Private room,2316,5,47,2019-08-25,0.36,6,0,0,15.27
142,93174,"B&B ""Tucuman 2430""1 room x 1 or 2p",500210,Luciano,Balvanera,-34.60299,-58.40194,Private room,1434,2,10,2019-04-07,0.08,4,83,0,9.45
143,264769,Sunrise River View 1-bedroom in Palermo,319901,Ralf,Palermo,-34.5808,-58.42314,Entire home/apt,10030,3,55,2022-07-21,0.43,24,204,12,66.13
144,266984,PALERMO.Las Canitas Spacious Studio-100MB WIFI,1400016,Laura,Palermo,-34.57224,-58.43095,Entire home/apt,3908,7,37,2022-09-06,0.36,4,311,7,25.77
145,93619,DEPARTMENT C / CABIN SECURITY,501789,Jessica Emerita,San Cristobal,-34.62782,-58.40739,Shared room,10133,1,0,0,0.0,1,365,0,66.81
146,267883,charming and fresh old style studio,1404477,Juan Martin,Balvanera,-34.60222,-58.3942,Entire home/apt,11291,7,0,0,0.0,1,365,0,74.44
147,96257,Lovely apartment in Buenos Aires,320183,Hortensia,Retiro,-34.59805,-58.37717,Entire home/apt,7961,15,0,0,0.0,4,144,0,52.49
148,96490,AMPLIA habitación individual en Buenos Aires,512049,Cristina,Palermo,-34.58503,-58.41206,Private room,2171,14,0,0,0.0,1,356,0,14.31
149,268446,PRIVATE BEDROOM  QUEEN BED plus one SINGLE BED,1388769,Juan Y Josefina,Balvanera,-34.6177,-58.40072,Private room,1737,5,75,2019-05-19,0.57,6,0,0,11.45
150,96810,Recoleta Luxury: Design and Style!,508291,Michele,Retiro,-34.59357,-58.38703,Entire home/apt,13586,5,39,2022-07-30,0.38,1,325,4,89.58
151,97043,Downtown 4 blocks away from Obelisk,514200,Ceferina De Jesus,San Nicolas,-34.60751,-58.38793,Entire home/apt,2171,28,14,2022-08-21,0.11,2,31,5,14.31
152,269115,"In the heart of Palermo, Soho Point",1409800,Mariano,Palermo,-34.59006,-58.42609,Entire home/apt,9926,1,46,2021-12-14,0.36,55,343,1,65.44
153,98934,Monthly Apartment Recoleta,521351,Alfonsina,Recoleta,-34.58955,-58.39057,Entire home/apt,10133,1,1,2011-08-09,0.01,1,365,0,66.81
154,275832,Studio in Buenos Aires,1441510,Belén,Balvanera,-34.60714,-58.39298,Private room,7238,6,0,0,0.0,1,365,0,47.72
155,275933,Two bedrooms in Palermo Chico,419383,Mariana Y Sebas,Palermo,-34.58044,-58.40753,Entire home/apt,9119,3,89,2022-03-03,0.69,7,281,2,60.12
156,100080,Great downtown apartment!,526435,Laura,San Nicolas,-34.604145,-58.388741,Entire home/apt,8000,3,23,2019-07-30,0.19,3,290,0,52.75
157,278433,Art House Palermo 2 rooms,1011896,Natalia,Palermo,-34.57945,-58.42914,Entire home/apt,27917,1,10,2022-07-15,0.08,12,365,1,184.06
158,278637,PALERMO HOLLYWOOD LOFT,1011896,Natalia,Palermo,-34.57768,-58.43042,Entire home/apt,19851,1,5,2022-02-28,0.04,12,365,1,130.88
159,104343,*Faena Hotel Private VIP Luxury Studio*,542973,Three Capital,Puerto Madero,-34.6022,-58.35541,Hotel room,23884,1,169,2022-09-20,1.29,1,321,27,157.47
160,280564,Sunny/Cozy Loft Palermo! With Rooftop,1462651,Manuel,Palermo,-34.57936,-58.42894,Entire home/apt,4588,12,8,2021-12-15,0.07,1,285,1,30.25
161,106475,Artdecohouse Palermo,547581,Carol,Recoleta,-34.58842,-58.40928,Entire home/apt,23160,3,123,2022-09-16,0.92,1,356,11,152.7
162,281131,In Style Recoleta Buenos Aires,36441,Robert,Recoleta,-34.59643,-58.39188,Entire home/apt,9988,3,51,2022-03-02,0.39,2,365,1,65.85
164,281216,PRIVATE AND INDEPENDENT ROOM FULL,1354852,Pablo,Almagro,-34.60012,-58.4159,Private room,4198,4,0,0,0.0,1,365,0,27.68
165,281839,"In the heart of Palermo, Soho Point",1409800,Mariano,Palermo,-34.59044,-58.42866,Entire home/apt,9719,1,28,2022-08-21,0.21,55,344,10,64.08
166,108089,AMAZING PALERMO BEST VALUE w POOL,559463,Martin,Palermo,-34.58648,-58.4243,Entire home/apt,6514,10,80,2022-05-17,0.71,4,349,5,42.95
167,108284,Historic & Luminous Duplex Downtown!,560338,Carlos,San Nicolas,-34.60107,-58.3764,Entire home/apt,6834,2,266,2022-09-08,2.02,23,308,31,45.06
